9.001579309485775449e-01,1.230541793628202318e-01
3.422966860639889593e-03,9.438946569051560875e-02
3.681822915075720452e-03,1.830712797259166913e-01
1.642365318664878949e-04,1.620182180654291815e-01
1.133335465203530283e-04,1.540053062362441993e-01
2.553406045579477619e-04,1.638530850530274530e-01
1.557520914067927423e-03,1.183035222685203947e-01
2.724715225462948906e-05,9.405420247672913181e-02
5.521321219333741965e-06,1.214625505030612201e-01
7.251403433188960135e-06,1.011056039804828083e-01
1.025526953053403997e-05,1.221010437856476227e-01
7.232479939837577112e-04,8.551724566124342675e-02
5.144329356209068273e-06,1.216839144048262877e-01
2.188881768677646786e-05,1.222641621941691070e-01
6.995899489948346938e-06,1.214218563500432252e-01
4.046742948719137839e-06,1.215329014516192824e-01
8.307399751888541709e-06,1.229920982632738552e-01
1.800515274673173430e-05,1.216839144048320054e-01
2.101763780620368377e-05,1.900624453954836424e-01
5.379617928652614771e-05,1.244623828384594649e-01
8.307399751888541709e-06,1.229920982633040255e-01
6.521318681668763890e-06,1.227324237791886929e-01
2.572164678104534137e-06,1.216839144050172322e-01
1.539959888674310740e-05,1.219616991874384881e-01
1.840088057399686124e-05,1.230841275581023436e-01
6.832821481273935889e-06,1.233638524651043678e-01
6.848453716615883393e-04,1.841417586694240605e-01
6.414406465112871929e-03,1.580279193940640481e-01
2.021420858718868619e-05,1.452770245325979703e-01
6.047870194688260248e-06,1.005742618313143766e-01
1.162096096952648270e-04,1.212825794788573996e-01
3.669751085594463300e-06,1.218504408503145037e-01
3.475705516583726535e-06,8.495225287287146154e-02
3.185189153004213682e-05,1.817440927146579954e-01
1.668524560328133805e-05,1.651385929385827400e-01
2.201859787076047940e-05,8.653385289245731082e-02
8.382562686096832211e-04,1.450362350304692516e-01
9.512476436375187790e-06,6.774231461973467816e-02
1.028865871241813655e-05,1.216839144048536131e-01
1.496657796070245076e-03,1.170285055708908395e-01
2.685849301297154855e-05,9.224743870241022825e-02
6.618907626823672399e-06,1.215915863895987575e-01
3.576820782925717481e-05,1.234796734603136742e-01
6.951411033167453069e-06,8.495225287290233962e-02
2.175421029956687956e-05,1.011056039805207502e-01
2.314948210294080511e-05,1.216839144048394578e-01
3.123852618640259721e-05,1.245082703695832016e-01
2.138156889322500256e-05,1.329893580821030763e-01
7.317303621395327769e-06,5.139293773953405170e-02
5.853824625677523482e-06,7.796070706426745656e-02
5.144329356209068273e-06,1.216839144048277865e-01
2.345978695949098780e-05,8.884949833456040613e-02
1.262228936473103962e-05,9.143717519459669540e-02
2.637836298847297343e-03,1.215705130631331982e-01
2.854487358841399622e-05,1.196542203550397671e-01
1.577668210706147984e-05,7.258828232442120221e-02
1.857257061426439052e-05,9.465465877178376453e-02
7.413834995390020956e-05,1.148740016506495654e-01
4.573291924073656122e-06,9.390144826775383147e-02
4.046742948719137839e-06,1.215329014515078992e-01
2.750643855101643197e-05,1.219283014283881611e-01
3.064973201845007150e-05,1.006774603141625951e-01
4.939184512301531669e-06,4.352103793829042999e-02
6.105371137708546613e-05,1.216869054923018917e-01
5.572878261721811258e-06,1.647959399368405242e-01
1.066565057554280939e-05,1.215693202505031961e-01
8.437088578678857034e-06,1.219012087707186387e-01
6.564880042183369091e-05,1.306859941043995721e-01
1.748526123229752889e-05,1.487740716377034533e-01
2.162106051256182035e-03,1.127120773218771299e-01
1.207354183958292251e-05,5.783359386135616259e-02
1.884200657863643950e-05,7.409160412632002923e-02
1.046050573163527533e-05,8.466055243510997586e-02
8.129029429792140318e-05,9.264362319467210616e-02
2.572164678104534137e-06,1.216839144048677129e-01
1.058865111243964446e-05,1.317055163306203591e-01
1.061006284386511653e-05,7.338004534827814729e-02
1.561593436274114175e-05,1.133909895356477321e-01
1.042711654975117876e-05,8.495225287290195104e-02
1.601068296168292561e-05,1.513072345205284663e-01
8.814080441803531573e-06,1.217532478546971275e-01
4.756238218187593895e-06,6.774231461973716228e-02
4.749361381642932601e-05,1.249969637405540235e-01
2.114391304299519404e-05,1.319236588905473573e-01
1.284972411562586788e-05,1.016226806120419379e-01
3.591776494148701940e-05,1.199857877759948899e-01
2.428267333925864701e-05,1.395162398628912170e-01
1.098938405557845378e-03,1.155400653752824691e-01
9.168873755134606434e-06,6.538760542490780481e-02
9.191072304928206112e-06,1.216174248175873190e-01
1.876907029504887607e-03,1.110291379476225360e-01
3.101784025362175855e-05,1.066550623639430512e-01
2.378119109093796948e-06,6.774231461962634815e-02
1.008351386851059740e-05,8.339757157685757927e-02
8.231943734771319583e-06,7.500872450466791741e-02
1.612019343110836499e-05,1.220630107269515680e-01
2.572164678104534137e-06,1.216839144048672966e-01
3.658651810697663885e-06,5.139293773952129801e-02
2.572164678104534137e-06,1.216839144048671301e-01
1.541078951883360768e-05,8.822925987965173078e-02
8.048997440657383503e-06,9.003702067508589924e-02
2.293323798413646867e-05,9.360928364478150743e-02
3.541697995720334644e-03,1.155249955549159518e-01
1.097595543209299208e-05,5.139293773951269378e-02
6.901584345380348015e-05,1.001996657694905063e-01
9.512476436375187790e-06,6.774231461973066748e-02
9.329530142261250017e-06,8.056539925839811822e-02
4.194700022479634736e-05,9.426268850971229740e-02
2.580580618694937624e-05,8.692497493978422474e-02
1.280523565884497740e-05,8.175611622092945896e-02
8.437088578678857034e-06,1.219012087707181669e-01
6.241915763698997013e-06,1.217818187385949352e-01
3.327970007517611805e-05,1.308223944230373359e-01
4.219228306870198791e-05,9.327007989502886232e-02
3.727529710619405592e-05,1.137102411255879880e-01
1.268990764007347193e-03,1.082456442994906426e-01
1.176323698303273813e-05,1.216319635170814845e-01
8.814080441803531573e-06,1.217532478546970998e-01
5.670878331563584861e-06,9.938644829493557820e-02
5.144329356209068273e-06,1.216839144048316862e-01
6.191776264643097764e-03,1.092265070563815249e-01
3.218123549212436549e-05,1.200354856099130479e-01
2.268360468344804074e-05,6.510531410058044421e-02
1.944634183546224609e-05,1.218724672779835094e-01
1.517487963798702503e-04,1.036982874037020858e-01
3.852697379708401921e-06,8.822925987966324934e-02
3.023944233063499321e-05,7.485884697085151696e-02
8.414890028885257356e-06,6.063388217186616025e-02
1.353702083530072680e-05,4.564857698930798596e-02
9.615402372123237713e-05,1.217246392088647544e-01
5.144329356209068273e-06,1.216839144048317833e-01
1.520564467492606854e-05,6.238859825949311100e-02
2.158601827595810861e-05,6.220014592870136416e-02
9.158972423292799296e-06,1.217903007355396333e-01
7.716494034313602833e-06,1.216839144048664084e-01
1.061006284386511653e-05,7.338004534827793912e-02
9.316336844840649844e-05,1.151040156537490727e-01
4.127842977369411100e-05,1.169654098777808404e-01
1.502269838081213076e-05,7.028690714365593006e-02
3.658651810697663885e-06,5.139293773952138822e-02
7.175871203418118186e-04,1.226223063343363645e-01
6.951411033167453069e-06,8.495225287290074367e-02
5.853824625677523482e-06,7.796070706426871944e-02
8.231943734771319583e-06,7.500872450466793129e-02
9.512476436375187790e-06,6.774231461973073687e-02
4.756238218187593895e-06,6.774231461973730106e-02
1.097595543209299208e-05,5.139293773951286032e-02
8.231943734771319583e-06,7.500872450466794517e-02
1.140707873345111426e-03,1.175888325601356088e-01
3.658651810697663885e-06,5.139293773952133965e-02
5.144329356209068273e-06,1.216839144048317556e-01
5.853824625677523482e-06,7.796070706426865005e-02
5.864923900574323321e-06,1.219965070051421963e-01
4.767337493084392887e-06,1.219402883683288336e-01
1.045823181718298807e-03,1.138672529061053040e-01
1.286082339052267026e-05,1.216839144048379034e-01
1.663207949315141350e-05,1.257662509978385856e-01
8.985927461020668661e-06,7.865307744762052578e-02
3.475705516583726535e-06,8.495225287287909433e-02
1.631433035731279796e-05,8.225654816638212907e-02
2.259629276381619934e-05,1.084222043508698691e-01
7.134357327281389996e-06,6.774231461974693225e-02
2.962470326008681564e-05,9.932622791794197548e-02
1.948054954330311409e-02,1.027449486898570769e-01
1.125655629311774996e-05,1.225407825980429077e-01
1.248383152739799403e-05,1.217818187386048301e-01
